,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,hit in circadian DEG
Amd-ps7,0.793808027,0.004529715,0.001,0,1,,
Gm50009,0.793808027,0.004058468,0.001,0,1,,
Gm20939,0.793808027,0.006437337,0.001,0,1,,
G430049J08Rik,0.793808027,0.00518978,0.001,0,1,,
4833419F23Rik,0.793808027,0.006238745,0.001,0,1,,
Gm10556,0.793808027,0.005051211,0.001,0,1,,
Gm26575,0.793808027,0.00752809,0.001,0,1,,
Gm16147,0.793808027,0.011744188,0.001,0,1,,
Gm41662,0.793808027,0.004526219,0.001,0,1,,
4921524L21Rik,0.793808027,0.006362839,0.001,0,1,,
Gm46633,0.793808027,0.005762628,0.001,0,1,,
Gm7502,0.793808027,0.003813065,0.001,0,1,,
Gm50078,0.793808027,0.008586167,0.001,0,1,,
Gm29201,0.793808027,0.005045417,0.001,0,1,,
Gm55066,0.793808027,0.007537766,0.001,0,1,,
Gm50094,0.793808027,0.007234035,0.001,0,1,,
Dsc2,0.793808027,0.004717993,0.001,0,1,,
4930426D05Rik,0.793808027,0.003810587,0.001,0,1,,
Ccdc178,0.793808027,0.006453867,0.001,0,1,,
Gm15972,0.793808027,0.007364237,0.001,0,1,,
ENSMUSG00000120613,0.793808027,0.003101824,0.001,0,1,,
Gm16558,0.793808027,0.009978978,0.001,0,1,,
4930578E11Rik,0.793808027,0.003756081,0.001,0,1,,
Gm7926,0.793808027,0.00418493,0.001,0,1,,
Tslp,0.793808027,0.003292818,0.001,0,1,,
Gm10549,0.793808027,0.004129918,0.001,0,1,,
n-R5s25,0.793808027,0.005035309,0.001,0,1,,
Cdc25c,0.793808027,0.005003803,0.001,0,1,,
Gm3550,0.793808027,0.005003803,0.001,0,1,,
Gm50146,0.793808027,0.015087933,0.001,0,1,,
Gm50144,0.793808027,0.007537766,0.001,0,1,,
Gm36315,0.793808027,0.012363137,0.001,0,1,,
E230025N22Rik,0.793808027,0.00714589,0.001,0,1,,
Gm37751,0.793808027,0.00603543,0.001,0,1,,
Pcdha2,0.793808027,0.004299471,0.001,0,1,,
Pcdha7,0.793808027,0.003896672,0.001,0,1,,
Pcdha8,0.793808027,0.013863377,0.001,0,1,,
Gm19035,0.793808027,0.002533276,0.001,0,1,,
Gm18529,0.793808027,0.004868119,0.001,0,1,,
Gm37446,0.793808027,0.007094026,0.001,0,1,,
Pcdhga4,0.793808027,0.0066641,0.001,0,1,,
Gm53048,0.793808027,0.002285183,0.001,0,1,,
Pcdhgb8,0.793808027,0.003659213,0.001,0,1,,
Pcdhgc3,0.793808027,0.00871806,0.001,0,1,,
Gm10268,0.793808027,0.009768438,0.001,0,1,,
Pcdh12,0.793808027,0.004129918,0.001,0,1,,
Gm30961,0.793808027,0.004057532,0.001,0,1,,
Gm41708,0.793808027,0.006537805,0.001,0,1,,
Prelid2,0.793808027,0.006337627,0.001,0,1,,
Sh3rf2,0.793808027,0.012259757,0.001,0,1,,
Gpr151,0.793808027,0.005951721,0.001,0,1,,
Eif3j2,0.793808027,0.004900663,0.001,0,1,,
Gm3720,0.793808027,0.007180889,0.001,0,1,,
Gm49972,0.793808027,0.009220651,0.001,0,1,,
Gm49974,0.793808027,0.004057532,0.001,0,1,,
Hspe1-rs1,0.793808027,0.002533276,0.001,0,1,,
Gm5095,0.793808027,0.004762694,0.001,0,1,,
C030005K06Rik,0.793808027,0.009201362,0.001,0,1,,
Cd63-ps,0.793808027,0.004080115,0.001,0,1,,
Ppic,0.793808027,0.006599111,0.001,0,1,,
Prdm6,0.793808027,0.008590359,0.001,0,1,,
Gm8594,0.793808027,0.003221669,0.001,0,1,,
Redrum,0.793808027,0.004153317,0.001,0,1,,
Gm19519,0.793808027,0.006795369,0.001,0,1,,
Myoz3,0.793808027,0.008458205,0.001,0,1,,
Gm8731,0.793808027,0.007169184,0.001,0,1,,
Cd74,0.793808027,0.007275918,0.001,0,1,,
Gm46637,0.793808027,0.00358101,0.001,0,1,,
Gm9949,0.793808027,0.003221669,0.001,0,1,,
Spink13,0.793808027,0.01172853,0.001,0,1,,
Rps15-ps3,0.793808027,0.005951721,0.001,0,1,,
Gm37643,0.793808027,0.003049671,0.001,0,1,,
Gm15958,0.793808027,0.011744188,0.001,0,1,,
Pmaip1,0.793808027,0.007183821,0.001,0,1,,
Gm50167,0.793808027,0.005042524,0.001,0,1,,
Gm23512,0.793808027,0.006267637,0.001,0,1,,
Gm29677,0.793808027,0.009008203,0.001,0,1,,
Gm30641,0.793808027,0.026374451,0.001,0,1,,
ENSMUSG00000120532,0.793808027,0.00914873,0.001,0,1,,
1700061H18Rik,0.793808027,0.004058468,0.001,0,1,,
Gm50126,0.793808027,0.006218898,0.001,0,1,,
Lipg,0.793808027,0.008713742,0.001,0,1,,
2900057B20Rik,0.793808027,0.003434892,0.001,0,1,,
Slc14a1,0.793808027,0.006381301,0.001,0,1,,
Hsbp1l1,0.793808027,0.00707406,0.001,0,1,,
Gm50292,0.793808027,0.007843567,0.001,0,1,,
Gm30593,0.793808027,0.00314395,0.001,0,1,,
B020010K11Rik,0.793808027,0.006056205,0.001,0,1,,
Rpl21-ps8,0.793808027,0.004167089,0.001,0,1,,
4921531P14Rik,0.793808027,0.004621331,0.001,0,1,,
Gm50311,0.793808027,0.011854976,0.001,0,1,,
Gm37216,0.793808027,0.019700105,0.001,0,1,,
D030046N08Rik,0.793808027,0.01897761,0.001,0,1,,
Gm38576,0.793808027,0.005265893,0.001,0,1,,
Gm50370,0.793808027,0.004207951,0.001,0,1,,
Gm6409,0.793808027,0.006434983,0.001,0,1,,
Gm18280,0.793808027,0.006287797,0.001,0,1,,
Cpt1a,0.793808027,0.005770188,0.001,0,1,,
Gal,0.793808027,0.00391924,0.001,0,1,,
Gm36608,0.793808027,0.005403359,0.001,0,1,,
Gm50375,0.793808027,0.011744188,0.001,0,1,,
Gm50383,0.793808027,0.011752033,0.001,0,1,,
Gm50230,0.793808027,0.0039616,0.001,0,1,,
Clcf1,0.793808027,0.007324382,0.001,0,1,,
Rhod,0.793808027,0.011342892,0.001,0,1,,
A930001C03Rik,0.793808027,0.005049761,0.001,0,1,,
Actn3,0.793808027,0.005548194,0.001,0,1,,
B4gat1,0.793808027,0.008405672,0.001,0,1,,
Gm50388,0.793808027,0.007420142,0.001,0,1,,
Gm5242,0.793808027,0.004937799,0.001,0,1,,
Tsga10ip,0.793808027,0.004299471,0.001,0,1,,
Ap5b1,0.793808027,0.006623956,0.001,0,1,,
Gm50387,0.793808027,0.00711123,0.001,0,1,,
ENSMUSG00000120562,0.793808027,0.005509967,0.001,0,1,,
Tigd3,0.793808027,0.008429837,0.001,0,1,,
Gm8034,0.793808027,0.010779946,0.001,0,1,,
Cdc42bpg,0.793808027,0.012041594,0.001,0,1,,
Gm50151,0.793808027,0.010954457,0.001,0,1,,
Catsperz,0.793808027,0.004167089,0.001,0,1,,
Lgals12,0.793808027,0.006252047,0.001,0,1,,
Gm8184,0.793808027,0.006115145,0.001,0,1,,
ENSMUSG00000121393,0.793808027,0.007502409,0.001,0,1,,
Gm6425,0.793808027,0.003596382,0.001,0,1,,
Gm54900,0.793808027,0.005312,0.001,0,1,,
ENSMUSG00000120814,0.793808027,0.008179029,0.001,0,1,,
Gm50322,0.793808027,0.007871641,0.001,0,1,,
Gm50340,0.793808027,0.005949708,0.001,0,1,,
Best1,0.793808027,0.006921007,0.001,0,1,,
Cd5,0.793808027,0.007953486,0.001,0,1,,
A430093F15Rik,0.793808027,0.00808135,0.001,0,1,,
4930526L06Rik,0.793808027,0.005499633,0.001,0,1,,
Ms4a12,0.793808027,0.006385934,0.001,0,1,,
Ms4a14,0.793808027,0.004900663,0.001,0,1,,
Ms4a6c,0.793808027,0.005042524,0.001,0,1,,
Gm8369,0.793808027,0.011878989,0.001,0,1,,
Ms4a6b,0.793808027,0.007082603,0.001,0,1,,
Gm6545,0.793808027,0.010410002,0.001,0,1,,
Gna14,0.793808027,0.008482674,0.001,0,1,,
Gm50182,0.793808027,0.012259757,0.001,0,1,,
Anxa1,0.793808027,0.005305592,0.001,0,1,,
Gm32750,0.793808027,0.006764019,0.001,0,1,,
Gm50255,0.793808027,0.006236533,0.001,0,1,,
Gm22506,0.793808027,0.010886673,0.001,0,1,,
Mamdc2,0.793808027,0.006518428,0.001,0,1,,
Cfap95,0.793808027,0.009418087,0.001,0,1,,
Gm6563,0.793808027,0.004258881,0.001,0,1,,
Gm50301,0.793808027,0.00926923,0.001,0,1,,
Gm34432,0.793808027,0.005870301,0.001,0,1,,
Gm8412,0.793808027,0.004658036,0.001,0,1,,
Gm20407,0.793808027,0.010004513,0.001,0,1,,
Gm5518,0.793808027,0.007361156,0.001,0,1,,
Rln1,0.793808027,0.002486377,0.001,0,1,,
ENSMUSG00000120593,0.793808027,0.003128854,0.001,0,1,,
Gm50266,0.793808027,0.004414912,0.001,0,1,,
Gm50210,0.793808027,0.002626693,0.001,0,1,,
ENSMUSG00000120203,0.793808027,0.009687755,0.001,0,1,,
Gm29863,0.793808027,0.009558801,0.001,0,1,,
Ch25h,0.793808027,0.00871806,0.001,0,1,,
Ifit3b,0.793808027,0.010819723,0.001,0,1,,
Gm32027,0.793808027,0.007128518,0.001,0,1,,
Gm9042,0.793808027,0.003384671,0.001,0,1,,
F530104D19Rik,0.793808027,0.003659213,0.001,0,1,,
Ppp1r3c,0.793808027,0.007499211,0.001,0,1,,
Rpl10-ps6,0.793808027,0.007234035,0.001,0,1,,
Hhex,0.793808027,0.006872346,0.001,0,1,,
Cep55,0.793808027,0.015820571,0.001,0,1,,
Gm50141,0.793808027,0.005057018,0.001,0,1,,
Gm50155,0.793808027,0.006083428,0.001,0,1,,
Cyp2c38,0.793808027,0.004749837,0.001,0,1,,
Gm27042,0.793808027,0.003434892,0.001,0,1,,
Pyroxd2,0.793808027,0.009279007,0.001,0,1,,
Gm50194,0.793808027,0.009768438,0.001,0,1,,
Gm55034,0.793808027,0.005086257,0.001,0,1,,
Pkd2l1,0.793808027,0.003436905,0.001,0,1,,
Gm50323,0.793808027,0.013480962,0.001,0,1,,
ENSMUSG00000120787,0.793808027,0.008971455,0.001,0,1,,
ENSMUSG00000120608,0.793808027,0.004050059,0.001,0,1,,
Gm6813,0.793808027,0.005706555,0.001,0,1,,
4930505N22Rik,0.793808027,0.011043848,0.001,0,1,,
4833438C02Rik,0.793808027,0.004825394,0.001,0,1,,
Col17a1,0.793808027,0.004086749,0.001,0,1,,
Cfap58,0.793808027,0.010403846,0.001,0,1,,
Gm50329,0.793808027,0.003003851,0.001,0,1,,
Nrap,0.793808027,0.004496146,0.001,0,1,,
Gm17197,0.793808027,0.004915725,0.001,0,1,,
Gm50100,0.793808027,0.003184927,0.001,0,1,,
ENSMUSG00000120396,0.793808027,0.009784736,0.001,0,1,,
ENSMUSG00000120555,0.793808027,0.007917693,0.001,0,1,,
Vax1,0.793808027,0.017645276,0.001,0,1,,
2700089I24Rik,0.793808027,0.004915725,0.001,0,1,,
Dgkk,0.793808027,0.007843567,0.001,0,1,,
Foxp3,0.793808027,0.004795146,0.001,0,1,,
Cacna1f,0.793808027,0.007537766,0.001,0,1,,
Magix,0.793808027,0.007899917,0.001,0,1,,
Gata1,0.793808027,0.007733244,0.001,0,1,,
Gm14799,0.793808027,0.004950303,0.001,0,1,,
Was,0.793808027,0.011219921,0.001,0,1,,
Gm6592,0.793808027,0.010403846,0.001,0,1,,
H2al1m,0.793808027,0.002386545,0.001,0,1,,
Cybb,0.793808027,0.012074651,0.001,0,1,,
Srpx,0.793808027,0.006537805,0.001,0,1,,
ENSMUSG00000121006,0.793808027,0.006720099,0.001,0,1,,
Gm14537,0.793808027,0.002917672,0.001,0,1,,
Gm14884,0.793808027,0.009682423,0.001,0,1,,
4930453H23Rik,0.793808027,0.009177364,0.001,0,1,,
Gm14523,0.793808027,0.004900663,0.001,0,1,,
Slc25a43,0.793808027,0.018576845,0.001,0,1,,
Gm24809,0.793808027,0.005638883,0.001,0,1,,
Rhox2e,0.793808027,0.003476979,0.001,0,1,,
Dcaf12l2,0.793808027,0.004050059,0.001,0,1,,
Apln,0.793808027,0.006437337,0.001,0,1,,
Usp26,0.793808027,0.009608394,0.001,0,1,,
Ct55,0.793808027,0.004658036,0.001,0,1,,
Xlr,0.793808027,0.006764019,0.001,0,1,,
Gm7916,0.793808027,0.005800626,0.001,0,1,,
Map7d3,0.793808027,0.004686574,0.001,0,1,,
Adgrg4,0.793808027,0.007275918,0.001,0,1,,
Gm715,0.793808027,0.007020428,0.001,0,1,,
Sox3,0.793808027,0.006850937,0.001,0,1,,
Ldoc1,0.793808027,0.009279007,0.001,0,1,,
Magea9,0.793808027,0.004044473,0.001,0,1,,
Gm14667,0.793808027,0.005980042,0.001,0,1,,
1700111N16Rik,0.793808027,0.010978381,0.001,0,1,,
Gm1141,0.793808027,0.003184927,0.001,0,1,,
Fate1,0.793808027,0.006252047,0.001,0,1,,
Xlr4b,0.793808027,0.007669196,0.001,0,1,,
Ccnq-ps1,0.793808027,0.004080115,0.001,0,1,,
Dnase1l1,0.793808027,0.006623956,0.001,0,1,,
Gm15367,0.793808027,0.005451915,0.001,0,1,,
Gm8666,0.793808027,0.008062833,0.001,0,1,,
Gm14713,0.793808027,0.009939515,0.001,0,1,,
Gm14780,0.793808027,0.013327778,0.001,0,1,,
Gm53011,0.793808027,0.00509362,0.001,0,1,,
Gm7061,0.793808027,0.004355888,0.001,0,1,,
Spin4,0.793808027,0.003049671,0.001,0,1,,
F630028O10Rik,0.793808027,0.005880111,0.001,0,1,,
Pgr15l,0.793808027,0.004079169,0.001,0,1,,
Gm14816,0.793808027,0.007619376,0.001,0,1,,
Gdpd2,0.793808027,0.00346329,0.001,0,1,,
Tex11,0.793808027,0.006518428,0.001,0,1,,
ENSMUSG00000120504,0.793808027,0.004749837,0.001,0,1,,
Gm14843,0.793808027,0.006758822,0.001,0,1,,
Dmrtc1a,0.793808027,0.004868119,0.001,0,1,,
Xist,0.793808027,0.004947519,0.001,0,1,,
Gm9785,0.793808027,0.005864431,0.001,0,1,,
Gm9157,0.793808027,0.005042524,0.001,0,1,,
Gm6222,0.793808027,0.003311411,0.001,0,1,,
Gm37956,0.793808027,0.005951721,0.001,0,1,,
Fnd3c2,0.793808027,0.003975924,0.001,0,1,,
Cysltr1,0.793808027,0.004129918,0.001,0,1,,
Gm5127,0.793808027,0.0039616,0.001,0,1,,
Gpr174,0.793808027,0.007423273,0.001,0,1,,
Gm14936,0.793808027,0.003992163,0.001,0,1,,
Gm14903,0.793808027,0.003198825,0.001,0,1,,
Gm14927,0.793808027,0.005770188,0.001,0,1,,
Gm14957,0.793808027,0.00752809,0.001,0,1,,
Timm8a1,0.793808027,0.007457886,0.001,0,1,,
B230119M05Rik,0.793808027,0.00803705,0.001,0,1,,
ENSMUSG00000120757,0.793808027,0.028650855,0.001,0,1,,
Tmsb15b2,0.793808027,0.005980042,0.001,0,1,,
Gm15000,0.793808027,0.006218898,0.001,0,1,,
Gm15001,0.793808027,0.01172853,0.001,0,1,,
Nrk,0.793808027,0.003922736,0.001,0,1,,
Platr21,0.793808027,0.007639226,0.001,0,1,,
Gm15013,0.793808027,0.002800187,0.001,0,1,,
Nup62cl,0.793808027,0.003324551,0.001,0,1,,
Dnaaf6b,0.793808027,0.002486377,0.001,0,1,,
Gm15298,0.793808027,0.006764019,0.001,0,1,,
Kcne1l,0.793808027,0.01123425,0.001,0,1,,
Trpc5os,0.793808027,0.006267637,0.001,0,1,,
Gm8216,0.793808027,0.006321686,0.001,0,1,,
Gm25107,0.793808027,0.008066529,0.001,0,1,,
Gm15104,0.793808027,0.007946301,0.001,0,1,,
Rpl21-ps15,0.793808027,0.005808286,0.001,0,1,,
Gm15267,0.793808027,0.00603543,0.001,0,1,,
Gm15266,0.793808027,0.00509362,0.001,0,1,,
Gm54596,0.793808027,0.00752809,0.001,0,1,,
Gm26960,0.793808027,0.003230542,0.001,0,1,,
Kctd12b,0.793808027,0.008066529,0.001,0,1,,
4930503H13Rik,0.793808027,0.005035309,0.001,0,1,,
Gm6568,0.793808027,0.011335584,0.001,0,1,,
Smpx,0.793808027,0.006064556,0.001,0,1,,
Gm15241,0.793808027,0.005438433,0.001,0,1,,
Scml1,0.793808027,0.008713742,0.001,0,1,,
Gm7331,0.793808027,0.003992163,0.001,0,1,,
S100g,0.793808027,0.007632598,0.001,0,1,,
Grpr,0.793808027,0.002386545,0.001,0,1,,
Rnf138rt1,0.793808027,0.009279007,0.001,0,1,,
Vegfd,0.793808027,0.004937799,0.001,0,1,,
ENSMUSG00000120664,0.793808027,0.012025134,0.001,0,1,,
Gm1720,0.793808027,0.009905937,0.001,0,1,,
Gm15232,0.793808027,0.003992163,0.001,0,1,,
Tlr8,0.793808027,0.009177364,0.001,0,1,,
Gm15237,0.793808027,0.012794697,0.001,0,1,,
Usp9y,0.793808027,0.003851462,0.001,0,1,,
Gm37158,0.793808027,0.006372057,0.001,0,1,,
Gm21860,0.793808027,0.016036881,0.001,0,1,,
mt-Tn,0.793808027,0.007128518,0.001,0,1,,
mt-Tt,0.793808027,0.004475558,0.001,0,1,,
mt-Tp,0.793808027,0.010799798,0.001,0,1,,
E530011L22Rik,0.793883427,-0.277665211,0.084,0.069,1,,
Thumpd1,0.794105587,-0.090706141,0.045,0.052,1,,
9930104L06Rik,0.794182794,-0.041097709,0.043,0.034,1,,
Cpsf4,0.794182794,-0.079033035,0.043,0.034,1,,
Gm47710,0.794676862,-0.028299327,0.061,0.052,1,,
Bola3,0.794765013,-0.26732512,0.046,0.052,1,,
Nmnat2,0.794765965,-0.276989918,0.143,0.121,1,,
Eln,0.794873651,-0.129277364,0.029,0.034,1,,
Creb3l2,0.794873651,-0.144882866,0.029,0.034,1,,
Ncapd3,0.794912618,-0.338759081,0.17,0.138,1,,
Eftud2,0.795211833,-0.244296778,0.104,0.086,1,,
4930594M22Rik,0.795330264,-0.260431789,0.046,0.052,1,,
Polk,0.795369994,-0.176265869,0.043,0.034,1,,
Rora,0.795476947,-0.455878872,0.649,0.534,1,,
Commd4,0.795591866,-0.448124995,0.065,0.069,1,,
Aida,0.795678176,0.017049536,0.061,0.052,1,,
Rnaseh2b,0.795895636,-0.251645052,0.046,0.052,1,,
ENSMUSG00000121085,0.795963668,-0.389824267,0.1,0.103,1,,
Elf1,0.796281315,-0.2351544,0.029,0.034,1,,
Gm37982,0.796281325,-0.181580511,0.029,0.034,1,,
AI837181,0.796281325,-0.184759468,0.029,0.034,1,,
E230029C05Rik,0.796314243,-0.483095086,0.12,0.121,1,,
Mlxip,0.796548822,-0.146602783,0.082,0.069,1,,
Coa7,0.796557668,-0.084125728,0.043,0.034,1,,
Pdlim7,0.796588722,-0.221811563,0.105,0.086,1,,
Zfp287,0.79692563,-0.135261329,0.062,0.052,1,,
Rnf208,0.797026688,-0.269442605,0.046,0.052,1,,
Gm10130,0.797148241,-0.224574647,0.063,0.052,1,,
Pgap2,0.797820143,-0.144273509,0.083,0.069,1,,
Uqcrq,0.797837464,-0.467697744,0.139,0.138,1,,
Adam9,0.797902752,-0.246038086,0.098,0.103,1,,
Dnajc16,0.797918952,-0.125746201,0.062,0.052,1,,
Ccnd1,0.798143281,-0.133936429,0.013,0.017,1,,
Slc2a12,0.798143281,-0.169758624,0.013,0.017,1,,
Sbspon,0.798143303,-0.10365554,0.013,0.017,1,,
4833412K13Rik,0.798143303,-0.183499951,0.013,0.017,1,,
Gm37018,0.798143303,-0.11400662,0.013,0.017,1,,
AV099323,0.798143303,-0.200166509,0.013,0.017,1,,
Gm42607,0.798143303,-0.200313813,0.013,0.017,1,,
Csf1,0.798143303,-0.139719281,0.013,0.017,1,,
1700094M23Rik,0.798143303,-0.089291815,0.013,0.017,1,,
Gm27200,0.798143303,-0.117220043,0.013,0.017,1,,
Gm43336,0.798143303,-0.153322199,0.013,0.017,1,,
Tchp,0.798143303,-0.231648228,0.013,0.017,1,,
Pyurf,0.798143303,-0.172663205,0.013,0.017,1,,
A430010J10Rik,0.798143303,-0.098406558,0.013,0.017,1,,
Cand2,0.798143303,-0.150612201,0.013,0.017,1,,
ENSMUSG00000120675,0.798143303,-0.19628046,0.013,0.017,1,,
Gm21814,0.798143303,-0.120892097,0.013,0.017,1,,
Aqp11,0.798143303,-0.108835988,0.013,0.017,1,,
Gm44550,0.798143303,-0.105650518,0.013,0.017,1,,
Gm10699,0.798143303,-0.126846399,0.013,0.017,1,,
Ccnb2-ps,0.798143303,-0.104475841,0.013,0.017,1,,
B3gnt9,0.798143303,-0.184499773,0.013,0.017,1,,
Gm37105,0.798143303,-0.178679293,0.013,0.017,1,,
Gm20537,0.798143303,-0.166146491,0.013,0.017,1,,
4930422M22Rik,0.798143303,-0.11099092,0.013,0.017,1,,
Sh3pxd2b,0.798143303,-0.152348407,0.013,0.017,1,,
D030028A08Rik,0.798143303,-0.142458183,0.013,0.017,1,,
Mycn,0.798143303,-0.084038428,0.013,0.017,1,,
Gm20604,0.798143303,-0.212086717,0.013,0.017,1,,
Btbd6,0.798143303,-0.235064985,0.013,0.017,1,,
2210016F16Rik,0.798143303,-0.227582938,0.013,0.017,1,,
Zfp935,0.798143303,-0.31070499,0.013,0.017,1,,
Gm46440,0.798143303,-0.140951865,0.013,0.017,1,,
Cartpt,0.798143303,-0.145465703,0.013,0.017,1,,
Gm2237,0.798143303,-0.298913463,0.013,0.017,1,,
Irf9,0.798143303,-0.108280443,0.013,0.017,1,,
Rgcc,0.798143303,-0.170989781,0.013,0.017,1,,
Gm49502,0.798143303,-0.185976299,0.013,0.017,1,,
6530411M01Rik,0.798143303,-0.170488883,0.013,0.017,1,,
Sox8,0.798143303,-0.121241152,0.013,0.017,1,,
Epas1,0.798143303,-0.163208795,0.013,0.017,1,,
Msh6,0.798143303,-0.145154362,0.013,0.017,1,,
Prrg3,0.798143303,-0.226243978,0.013,0.017,1,,
Hspa13,0.79815816,-0.241138384,0.046,0.052,1,,
Nln,0.798158166,-0.220575982,0.046,0.052,1,,
Zfp318,0.798298635,-0.249446999,0.082,0.069,1,,
Nek1,0.798329065,-0.323881007,0.166,0.138,1,,
Brk1,0.798443012,-0.421205803,0.149,0.121,1,,
Phf20,0.798759974,-0.487739406,0.233,0.207,1,,
Mrpl22,0.799098659,-0.216630206,0.029,0.034,1,,
Sptlc1,0.799140501,-0.421940193,0.104,0.086,1,,
Clip3,0.799162589,-0.213613591,0.12,0.103,1,,
Atp5md,0.799252533,-0.381831278,0.19,0.155,1,,
Trnau1ap,0.799290068,-0.200197223,0.046,0.052,1,,
Pcnx2,0.799531353,-0.386299426,0.118,0.121,1,,
Phf24,0.799836514,-0.472614384,0.162,0.138,1,,
Cc2d1b,0.800123509,-0.094750007,0.043,0.034,1,,
Amer3,0.80020123,-0.110657774,0.013,0.017,1,,
Zdbf2,0.80020123,-0.067909467,0.013,0.017,1,,
Rnf152,0.80020123,-0.07161431,0.013,0.017,1,,
Gm37566,0.80020123,-0.090022118,0.013,0.017,1,,
Gm37254,0.80020123,-0.184246922,0.013,0.017,1,,
Urod,0.80020123,-0.152871923,0.013,0.017,1,,
Spring1,0.80020123,-0.093914621,0.013,0.017,1,,
Smo,0.80020123,-0.068790024,0.013,0.017,1,,
Kif7,0.80020123,-0.137835183,0.013,0.017,1,,
Nxpe2,0.80020123,-0.057786782,0.013,0.017,1,,
Gm37983,0.80020123,-0.060601627,0.013,0.017,1,,
Gm32743,0.80020123,-0.115731261,0.013,0.017,1,,
Gm34655,0.80020123,-0.084910624,0.013,0.017,1,,
4930563E22Rik,0.80020123,-0.083762666,0.013,0.017,1,,
Gm47863,0.80020123,-0.057483841,0.013,0.017,1,,
Gm36264,0.80020123,-0.1371521,0.013,0.017,1,,
Gm46432,0.80020123,-0.054294562,0.013,0.017,1,,
Rida,0.80020123,-0.079804199,0.013,0.017,1,,
Aqp4,0.80020123,-0.106627287,0.013,0.017,1,,
Pcdhga11,0.80020123,-0.079277495,0.013,0.017,1,,
Apcdd1,0.80020123,-0.07908642,0.013,0.017,1,,
Gm20616,0.80020123,-0.151675214,0.013,0.017,1,,
Spty2d1,0.8005083,-0.137459732,0.029,0.034,1,,
Wipf1,0.80050831,-0.313994429,0.029,0.034,1,,
Gm43857,0.80050831,-0.132392439,0.029,0.034,1,,
H2ax,0.80050831,-0.161242486,0.029,0.034,1,,
Tmem109,0.80050831,-0.185090282,0.029,0.034,1,,
Rps14,0.800664905,-0.372606271,0.221,0.207,1,,
Bcl11a,0.800693261,-0.536751371,0.537,0.431,1,,
Dcaf12,0.800900868,-0.307087586,0.062,0.052,1,,
Ccdc107,0.800925253,-0.089417854,0.082,0.069,1,,
Zdhhc18,0.800975288,-0.141531912,0.079,0.086,1,,
Med17,0.801089738,-0.174185079,0.062,0.069,1,,
Glis1,0.80112234,0.078871192,0.022,0.017,1,,
Tango2,0.801161251,-0.165316027,0.122,0.103,1,,
Triqk,0.801313046,-0.16931487,0.043,0.034,1,,
Lyrm2,0.801313053,-0.140227074,0.043,0.034,1,,
Pcdhga12,0.80155513,-0.199885595,0.046,0.052,1,,
Brca2,0.801555137,-0.184844456,0.046,0.052,1,,
Eif3f,0.801746381,-0.189922836,0.063,0.069,1,,
Kmt5b,0.801867268,-0.280815745,0.255,0.207,1,,
Asrgl1,0.801895485,-0.135583723,0.062,0.052,1,,
Gm52948,0.801918611,-0.063725795,0.029,0.034,1,,
Miip,0.801918611,-0.081216792,0.029,0.034,1,,
Cox7c,0.802071101,-0.18843246,0.389,0.31,1,,
Gm37165,0.802260523,-0.041490189,0.013,0.017,1,,
Cep76,0.802260523,-0.073704801,0.013,0.017,1,,
Cenps,0.802260545,-0.065780882,0.013,0.017,1,,
Gm45828,0.802260545,-0.043122259,0.013,0.017,1,,
Nupr1,0.802260545,-0.080329935,0.013,0.017,1,,
Cmtm6,0.802260545,-0.087323042,0.013,0.017,1,,
Srebf1,0.802260545,-0.075778509,0.013,0.017,1,,
Gm47138,0.802260545,-0.034606363,0.013,0.017,1,,
Kif5b,0.802355081,-0.360014965,0.261,0.207,1,,
P4hb,0.802503058,-0.11783229,0.043,0.034,1,,
Nol7,0.802503523,-0.137800763,0.102,0.086,1,,
Fbxw11,0.802588708,-0.221966697,0.165,0.138,1,,
Baz2b,0.802647802,-0.382596196,0.448,0.362,1,,
Mlf2,0.802714739,-0.289258954,0.101,0.086,1,,
Camsap2,0.803134727,-0.479227596,0.205,0.19,1,,
Cpne3,0.803267818,-0.124882319,0.045,0.052,1,,
Fgf1,0.803329557,-0.092829694,0.029,0.034,1,,
Zfp783,0.803566392,0.022206787,0.041,0.034,1,,
Hinfp,0.803693521,-0.201091645,0.043,0.034,1,,
Alkbh1,0.804016243,-0.177954069,0.141,0.121,1,,
Tex264,0.804049188,-0.300933761,0.062,0.069,1,,
ENSMUSG00000120023,0.804321234,-0.064738038,0.013,0.017,1,,
Gm10069,0.804321234,-0.068182719,0.013,0.017,1,,
ENSMUSG00000121054,0.804321234,-0.088032679,0.013,0.017,1,,
Gm48602,0.804321234,-0.016183869,0.013,0.017,1,,
Gm17606,0.804321234,-0.070655159,0.013,0.017,1,,
B3galt4,0.804321234,-0.046178229,0.013,0.017,1,,
Fabp3,0.804430909,-0.151171494,0.082,0.069,1,,
Caskin1,0.804481788,-0.376159651,0.101,0.103,1,,
Sf3b2,0.804573297,-0.110494526,0.221,0.19,1,,
Sugct,0.804741145,-0.102577045,0.029,0.034,1,,
Hnrnpa0,0.804877588,-0.328122669,0.101,0.103,1,,
Ern1,0.804881274,-0.102978048,0.062,0.052,1,,
Cntfr,0.804884439,-0.206730905,0.043,0.034,1,,
4930414N06Rik,0.804884439,-0.234187558,0.043,0.034,1,,
Ssu72,0.805670777,-0.211849773,0.162,0.138,1,,
